723883,4614,4769,5559,5388,2371,4
724387,514,608,937,1073,2925,0
724419,602,595,1891,1585,2964,0
724451,484,406,2526,1547,2998,0
724483,549,427,3103,1777,3002,0
724515,2673,2725,3801,3008,2625,4
724547,731,850,2355,2817,2842,0
724579,2662,2736,3717,1729,2666,4
724739,954,1131,1716,2838,2808,0
724755,1329,1422,2027,2661,2823,4
724787,1827,1887,3236,3773,2783,4
724851,5102,4994,6071,3006,2337,4
724867,793,853,2389,2779,2973,0
724915,652,745,2168,2622,2866,0
724931,803,1034,2217,2974,2818,0
724947,968,1305,2322,3195,2798,0
725075,1514,1662,2240,1786,2726,0
725091,840,1052,1602,2740,2763,0
725139,361,383,610,545,2916,2
725155,774,811,2277,2653,3052,0
725171,640,601,2623,2240,2990,0
725219,660,642,2617,2424,2938,0
725235,625,483,2945,2194,2964,0
725283,907,892,3015,2361,2813,0
725299,778,981,2366,2606,2880,0
725315,777,1082,2172,2472,2803,0
725411,1187,1433,1976,2187,2715,0
725459,1713,1708,1380,137,2694,3
725475,215,211,256,260,2856,1
725507,830,737,1707,1296,2851,0
725523,2512,2456,3415,2160,2648,4
725539,549,403,2853,1359,2998,0
725555,503,389,2804,1220,2973,0
725571,2098,1946,4167,2799,2884,4
725603,658,542,2870,1521,2929,2
725635,2198,2229,3140,3472,2758,4
725651,5123,5163,5876,5670,2648,4
725811,6706,6770,6988,1141,2631,2
725827,632,709,1037,1891,2803,0
725843,832,951,1397,2316,2929,0
725875,881,1031,1940,2512,2981,0
725891,653,705,2467,2281,3064,0
725907,573,543,2760,2068,3091,0
725923,723,616,3086,2172,3035,0
725939,4170,4208,5185,4157,2783,4
725955,1062,1196,2638,3093,3031,4
725971,671,750,2235,2526,3035,0
725987,2851,2749,3504,3750,2856,4
726003,683,731,2018,2371,2925,0
726019,954,1068,2167,2982,2907,0
726035,763,1020,1839,2637,2783,0
726211,960,1131,1654,2846,2947,0
726227,2027,2197,2577,3577,2643,4
726243,830,943,1978,2701,3027,0
726259,714,728,2194,2445,3011,0
726283,537,561,2145,2256,3068,0
726291,672,717,2223,2132,3056,0
726307,851,849,2352,2211,3015,0
726323,610,628,1890,2146,3072,0
726347,814,864,2056,2395,2909,0
726371,661,756,2142,2389,2866,0
726563,892,1150,1640,2441,2763,0
726579,1031,1271,1939,3051,2973,0
726595,867,1031,1677,2445,2911,0
726627,826,882,1984,2516,2981,0
726659,1261,1109,3443,1818,2747,4
726675,2409,2220,4318,2495,2677,4
726707,529,420,2998,1840,2973,0
726723,3864,3991,5235,5531,2704,4
726739,793,871,2454,2287,2856,0
726755,1473,1757,2688,4037,2788,0
726771,1065,1423,2283,2639,2861,0
726915,1169,1418,2000,2634,2798,0
726931,1945,2173,2605,2582,2694,4
726947,1063,1317,2024,3127,2981,0
726963,4737,4813,5549,5841,2763,4
726979,3943,3963,5382,5073,2671,4
726995,673,692,2574,2437,3019,0
727027,557,496,2858,2069,3002,0
727059,722,731,2696,2181,3031,0
727075,643,661,2483,2291,3019,0
727091,1015,1106,2432,2344,2828,2
727123,796,1036,1926,2515,2783,0
727283,1057,1286,1745,2662,2742,0
727315,1160,1471,2077,3167,2889,0
727331,1174,1369,2132,2956,2956,0
727347,1019,1209,2377,2787,3007,0
727363,5097,5046,6673,6357,2758,4
727411,641,576,2605,2057,2990,0
727427,690,713,2713,2061,2986,0
727443,721,669,2642,1999,2898,0
727459,904,1016,2179,1771,2828,4
727475,851,1086,2265,2651,2911,0
727491,3265,3343,3839,3977,2643,4
727699,979,1084,1852,2201,2911,0
727715,1158,1291,2802,2799,2943,0
727731,1103,1119,3514,2476,2870,0
727763,6720,6791,8483,16000,2783,4
727779,655,585,1370,448,2884,2
727811,487,485,1364,801,2856,0
728019,797,911,740,200,2773,1
728035,433,505,584,371,2847,1
728051,1077,1142,1423,1420,2842,4
728083,469,441,955,375,2947,0
728099,288,266,597,270,2951,0
728131,397,380,839,191,2943,0
728179,807,783,1341,1025,2842,4
728195,266,230,379,122,2889,1
728211,282,236,321,215,2818,1
728227,109,218,181,165,2763,1
728243,246,345,229,203,2758,1
728387,2634,2644,2107,276,2688,3
728483,426,403,827,439,2898,4
728515,264,203,338,180,2907,1
728547,348,252,337,175,2875,1
728563,317,305,400,95,2870,1
728595,287,215,197,129,2731,1
728771,1283,1316,1115,148,2737,3
728819,309,248,272,201,2920,1
728851,340,270,383,151,2902,1
728883,1279,1292,2597,1836,2837,4
728899,451,347,491,204,2920,1
728915,218,196,197,232,2875,1
728931,1772,1899,2488,2790,2654,4
728947,306,301,217,185,2828,1
728963,1953,1994,1814,305,2682,3
729139,707,655,656,547,2768,4
729155,531,546,405,269,2813,1
729187,440,288,447,181,2920,0
729219,218,207,308,101,2929,1
729235,707,548,3000,1737,2969,0
729267,4610,4579,5337,4132,2773,4
729283,281,246,206,82,2884,1
729299,243,229,187,195,2889,1
729315,368,301,217,106,2832,1
729475,1784,1586,1105,227,2758,4
729507,401,414,463,505,2828,1
729571,2855,2835,3853,3316,2847,4
729587,4478,4382,6139,5232,2763,4
729635,437,410,480,230,2925,1
729683,376,305,221,268,2808,1
729731,4769,4540,3190,176,2666,3
729875,389,374,343,300,2880,1
729907,313,315,477,289,2889,2
729939,3004,2911,5199,4541,2677,4
729947,296,178,546,108,2949,0
729955,265,245,334,71,2938,2
729963,253,171,328,93,2974,1
729971,244,227,308,166,2938,1
729979,166,146,187,55,2891,1
729987,627,564,975,636,2851,0
730003,182,171,182,103,2884,1
730011,16000,16000,16000,16000,2702,4
730019,194,175,259,147,2902,1
730027,4702,4693,5100,3982,2676,4
730035,256,261,193,167,2832,1
730043,308,242,265,135,2783,2
730051,1490,1551,2093,2059,2660,4
730075,300,197,277,142,2759,1
730091,365,413,393,145,2724,1
730099,4006,4237,4175,1452,2699,3
730115,2843,2853,2626,2166,2576,4
730171,7704,16000,7250,532,2708,4
730219,2739,2920,3364,3778,2655,4
730227,3399,3492,3745,3826,2715,4
730235,1520,1531,1733,1471,2689,4
730243,504,496,509,488,2880,1
730259,376,362,300,243,2893,1
730275,325,293,273,209,2889,1
730283,260,239,410,202,2944,1
730299,326,204,360,243,2912,1
730307,5720,5538,6564,1925,2511,4
730315,302,238,343,184,2979,1
730323,299,243,441,208,2920,1
730331,339,265,493,124,2959,0
730339,331,234,351,66,2925,1
730347,648,509,935,170,2917,0
730355,234,151,285,148,2925,1
730363,379,344,560,353,2835,2
730371,273,242,352,217,2898,1
730379,534,474,761,500,2858,4
730387,1156,1099,1340,1094,2682,4
730395,189,154,182,52,2841,2
730403,319,267,297,201,2823,1
730411,285,224,240,105,2841,1
730427,291,139,178,78,2759,1
730571,2579,2247,1215,322,2702,3
730587,980,881,570,415,2734,4
730603,602,627,683,656,2830,1
730619,530,473,569,509,2896,1
730643,322,291,531,377,2832,4
730651,847,767,1344,597,2812,4
730667,269,211,445,157,2917,0
730675,198,132,447,147,2973,0
730683,214,177,505,90,2974,0
730699,263,218,573,194,2938,0
730707,388,373,860,178,2925,0
730715,279,184,513,105,2912,0
730723,307,307,539,261,2934,0
730731,380,322,701,146,2917,0
730747,340,253,550,157,2880,0
730755,257,226,369,219,2880,1
730779,590,479,613,404,2777,0
730795,318,261,295,83,2777,1
730803,1068,1086,1231,1182,2710,4
730811,260,188,229,134,2746,1
730859,2325,2024,874,41,2721,1
730907,4252,4082,3551,570,2606,3
730979,1924,1959,2300,2175,2671,4
730987,457,348,317,168,2835,2
730995,598,566,547,502,2898,1
731019,4088,16000,5248,4700,2715,4
731027,306,218,328,217,2977,1
731043,16000,16000,16000,16000,2828,4
731067,276,212,536,197,2933,0
731075,2683,2730,4250,3675,2688,4
731091,538,416,664,376,2943,0
731099,769,752,1217,785,2880,4
731107,292,138,246,95,2875,2
731123,2249,2239,2819,2419,2773,4
731155,1475,1611,1993,1824,2726,0
731163,1875,1838,2156,1654,2614,4
731171,5662,5672,5710,4409,2699,4
731195,1223,1490,1950,2413,2734,0
731315,1951,1958,2284,2550,2643,4
731331,846,899,1239,1289,2866,0
731347,442,471,558,364,2907,1
731355,344,323,450,161,2885,0
731363,520,509,645,428,2969,0
731379,400,322,679,354,2973,0
731395,423,342,1204,384,2960,0
731411,471,381,1378,447,2973,0
731419,624,553,2033,633,2979,0
731427,3764,3709,4944,3574,2768,4
731435,801,781,2718,1287,2969,0
731443,1194,1454,3368,2855,3015,0
731451,1455,1615,3152,2727,2994,0
731459,2053,2138,3074,2729,2778,4
731499,802,912,1484,2104,2841,0
731507,848,1066,1549,2546,2969,0
731675,349,311,385,201,2795,1
731683,403,379,352,487,2808,1
731699,4261,4208,4720,3073,2426,4
731707,801,884,1076,1168,2835,0
731715,2843,2960,3503,4120,2773,4
